,age,gender,item purchased,category,purchase amount (usd),location,size,color,season,review rating,subscription status,shipping type,discount applied,previous purchases,payment method,frequency of purchases
1949,63,Male,Dress,Clothing,80,Nebraska,L,Gray,Winter,4.7,No,Store Pickup,No,12,PayPal,Quarterly
1950,43,Male,Backpack,Accessories,78,Arkansas,L,Blue,Summer,4.6,No,Free Shipping,No,26,PayPal,Every 3 Months
1951,33,Male,Gloves,Accessories,53,Connecticut,L,Gold,Summer,2.7,No,Next Day Air,No,32,Bank Transfer,Bi-Weekly
1952,57,Male,Shoes,Footwear,82,Maryland,L,Yellow,Summer,4.6,No,2-Day Shipping,No,50,Cash,Bi-Weekly
1953,25,Male,Skirt,Clothing,33,Colorado,XL,Green,Spring,4.8,No,Standard,No,3,PayPal,Fortnightly
1954,26,Male,Gloves,Accessories,77,Colorado,M,Pink,Winter,4.2,No,Free Shipping,No,3,Venmo,Quarterly
1955,50,Male,Hoodie,Clothing,56,Maine,M,Pink,Winter,4.9,No,Express,No,37,Cash,Monthly
1956,70,Male,Socks,Clothing,37,Oklahoma,M,Pink,Winter,4.9,No,Express,No,20,Credit Card,Fortnightly
1957,68,Male,Gloves,Accessories,54,South Carolina,M,Cyan,Spring,4.5,No,Store Pickup,No,26,Cash,Bi-Weekly
1958,39,Male,Shorts,Clothing,67,Nevada,M,Gray,Winter,2.7,No,Store Pickup,No,47,Cash,Quarterly
1959,46,Male,Shoes,Footwear,90,Colorado,M,White,Fall,3.1,No,Store Pickup,No,7,Credit Card,Every 3 Months
1960,57,Male,Jeans,Clothing,72,Massachusetts,L,Red,Summer,3.3,No,2-Day Shipping,No,40,Credit Card,Annually
1961,47,Male,Boots,Footwear,59,Nevada,L,Black,Summer,2.6,No,Free Shipping,No,45,Debit Card,Quarterly
1962,40,Male,Hat,Accessories,45,Iowa,M,Silver,Fall,4.4,No,Standard,No,20,PayPal,Fortnightly
1963,52,Male,Shorts,Clothing,30,Michigan,L,Pink,Spring,3.9,No,Standard,No,11,Credit Card,Weekly
1964,40,Male,Pants,Clothing,51,West Virginia,S,Cyan,Summer,4.6,No,Express,No,50,Debit Card,Monthly
1965,67,Male,Sweater,Clothing,90,Indiana,M,White,Fall,4.9,No,Express,No,25,Debit Card,Quarterly
1966,67,Male,Jacket,Outerwear,95,Indiana,XL,Purple,Winter,3.7,No,Express,No,5,Credit Card,Fortnightly
1967,37,Male,Dress,Clothing,81,Georgia,L,Yellow,Fall,3.7,No,Standard,No,4,Venmo,Annually
1968,67,Male,Shirt,Clothing,70,Minnesota,S,Blue,Spring,4.2,No,Standard,No,25,Credit Card,Weekly
1969,64,Male,Dress,Clothing,32,Louisiana,S,Cyan,Winter,3.5,No,Next Day Air,No,11,Bank Transfer,Fortnightly
1970,28,Male,Belt,Accessories,94,Maryland,M,Indigo,Spring,2.9,No,Next Day Air,No,4,Credit Card,Bi-Weekly
1971,54,Male,Hat,Accessories,29,Pennsylvania,XL,Indigo,Spring,3.4,No,Next Day Air,No,1,Venmo,Monthly
1972,54,Male,Backpack,Accessories,31,Louisiana,M,Silver,Summer,3.3,No,Express,No,48,PayPal,Every 3 Months
1973,24,Male,Skirt,Clothing,20,Maryland,XL,Red,Fall,4.5,No,Standard,No,9,Venmo,Every 3 Months
1974,27,Male,Gloves,Accessories,44,Tennessee,M,Peach,Winter,4.6,No,2-Day Shipping,No,2,PayPal,Fortnightly
1975,53,Male,Jacket,Outerwear,77,Illinois,L,Turquoise,Fall,2.9,No,Express,No,4,Cash,Quarterly
1976,32,Male,Handbag,Accessories,51,Wyoming,M,Pink,Spring,3.2,No,Next Day Air,No,43,PayPal,Fortnightly
1977,24,Male,Sandals,Footwear,49,Florida,M,Teal,Summer,2.6,No,Free Shipping,No,32,Bank Transfer,Annually
1978,45,Male,Sunglasses,Accessories,78,Massachusetts,L,Magenta,Spring,3.8,No,Store Pickup,No,1,Cash,Quarterly
1979,49,Male,Jeans,Clothing,98,Tennessee,L,Blue,Spring,2.8,No,Store Pickup,No,38,Debit Card,Fortnightly
1980,51,Male,Sandals,Footwear,94,Iowa,M,Green,Winter,4.4,No,Store Pickup,No,25,PayPal,Fortnightly
1981,69,Male,Shoes,Footwear,91,Michigan,L,Violet,Summer,4.7,No,Express,No,42,PayPal,Quarterly
1982,41,Male,Sunglasses,Accessories,77,Kansas,M,Turquoise,Summer,2.7,No,2-Day Shipping,No,32,PayPal,Monthly
1983,59,Male,Scarf,Accessories,97,Georgia,M,Pink,Summer,2.6,No,Next Day Air,No,21,Debit Card,Quarterly
1984,26,Male,Skirt,Clothing,58,West Virginia,M,Black,Summer,3.4,No,2-Day Shipping,No,26,PayPal,Fortnightly
1985,23,Male,Gloves,Accessories,97,Tennessee,M,Gold,Spring,3.9,No,2-Day Shipping,No,6,Credit Card,Fortnightly
1986,62,Male,Coat,Outerwear,48,Arkansas,L,Green,Summer,3.4,No,2-Day Shipping,No,14,Venmo,Quarterly
1987,69,Male,Belt,Accessories,23,Vermont,XL,White,Summer,3.4,No,Express,No,4,Cash,Quarterly
1988,46,Male,Pants,Clothing,79,Virginia,M,Gold,Winter,3.9,No,Free Shipping,No,26,Bank Transfer,Weekly
1989,35,Male,Jewelry,Accessories,42,Maryland,S,Charcoal,Spring,4.0,No,Express,No,39,PayPal,Bi-Weekly
1990,32,Male,Backpack,Accessories,95,Connecticut,L,White,Spring,3.4,No,2-Day Shipping,No,15,PayPal,Annually
1991,46,Male,Sneakers,Footwear,29,Missouri,M,Brown,Summer,3.7,No,Next Day Air,No,1,Venmo,Every 3 Months
1992,33,Male,Hoodie,Clothing,98,New Jersey,L,Gold,Winter,4.9,No,2-Day Shipping,No,28,Venmo,Monthly
1993,32,Male,Blouse,Clothing,96,Arkansas,S,Purple,Spring,5.0,No,Express,No,17,Cash,Weekly
1994,33,Male,Sunglasses,Accessories,66,Nevada,M,Brown,Fall,2.9,No,Next Day Air,No,24,Credit Card,Weekly
1995,67,Male,Boots,Footwear,80,Missouri,S,Teal,Spring,3.0,No,Standard,No,29,Debit Card,Quarterly
1996,67,Male,Sneakers,Footwear,27,South Dakota,L,Indigo,Summer,3.3,No,Next Day Air,No,18,Cash,Every 3 Months
1997,42,Male,Backpack,Accessories,25,Connecticut,M,Purple,Fall,4.7,No,Express,No,10,Debit Card,Bi-Weekly
1998,20,Male,Pants,Clothing,45,Vermont,M,Orange,Fall,3.4,No,2-Day Shipping,No,19,Cash,Quarterly
1999,39,Male,Socks,Clothing,89,Tennessee,L,Indigo,Winter,4.6,No,2-Day Shipping,No,26,Debit Card,Monthly
2000,26,Male,Belt,Accessories,27,California,M,Lavender,Winter,3.6,No,2-Day Shipping,No,25,Cash,Bi-Weekly
2001,51,Male,Sunglasses,Accessories,90,Wyoming,S,Purple,Winter,2.6,No,Free Shipping,No,2,Debit Card,Fortnightly
2002,31,Male,Shirt,Clothing,65,New York,M,Red,Summer,2.7,No,Express,No,19,PayPal,Every 3 Months
2003,68,Male,Sneakers,Footwear,72,Maine,S,Blue,Spring,3.1,No,Express,No,32,Cash,Quarterly
2004,44,Male,Shoes,Footwear,70,Georgia,L,Blue,Fall,3.2,No,2-Day Shipping,No,13,Cash,Bi-Weekly
2005,18,Male,Sandals,Footwear,82,Tennessee,M,Cyan,Winter,3.4,No,Store Pickup,No,30,PayPal,Fortnightly
2006,58,Male,Scarf,Accessories,97,New Mexico,S,Pink,Fall,4.4,No,Express,No,2,Credit Card,Annually
2007,26,Male,Shirt,Clothing,25,Virginia,M,Silver,Summer,3.2,No,2-Day Shipping,No,8,PayPal,Quarterly
2008,57,Male,Skirt,Clothing,48,Florida,M,Gray,Spring,2.5,No,Free Shipping,No,27,PayPal,Every 3 Months
2009,37,Male,Boots,Footwear,99,Alabama,M,Indigo,Summer,3.8,No,Next Day Air,No,26,Venmo,Bi-Weekly
2010,24,Male,Sweater,Clothing,21,Texas,M,Maroon,Summer,4.4,No,2-Day Shipping,No,3,Debit Card,Bi-Weekly
2011,57,Male,Sandals,Footwear,94,West Virginia,M,Beige,Spring,3.7,No,Express,No,4,Bank Transfer,Monthly
2012,48,Male,Jeans,Clothing,53,Nevada,L,Green,Fall,3.2,No,Store Pickup,No,5,Cash,Fortnightly
2013,39,Male,Backpack,Accessories,70,Virginia,M,Peach,Winter,4.9,No,Standard,No,25,Debit Card,Quarterly
2014,51,Male,Skirt,Clothing,26,Wisconsin,L,Black,Summer,3.9,No,Standard,No,47,PayPal,Bi-Weekly
2015,57,Male,Belt,Accessories,82,Virginia,S,Pink,Summer,4.5,No,Next Day Air,No,8,Credit Card,Fortnightly
2016,53,Male,Shoes,Footwear,47,Maine,S,Violet,Winter,3.4,No,Standard,No,20,Debit Card,Fortnightly
2017,70,Male,Socks,Clothing,32,Massachusetts,S,Green,Winter,4.1,No,Next Day Air,No,42,Bank Transfer,Every 3 Months
2018,60,Male,Backpack,Accessories,97,Arkansas,S,Gold,Fall,4.5,No,Store Pickup,No,20,Bank Transfer,Weekly
2019,31,Male,Shirt,Clothing,68,Idaho,S,Red,Winter,4.7,No,Store Pickup,No,23,Cash,Fortnightly
2020,41,Male,Sweater,Clothing,23,Pennsylvania,M,Beige,Winter,4.8,No,Next Day Air,No,26,Cash,Quarterly
2021,62,Male,Handbag,Accessories,33,Maine,M,Green,Winter,4.4,No,Standard,No,48,Venmo,Quarterly
2022,59,Male,Jewelry,Accessories,38,Alabama,S,Black,Winter,4.0,No,Store Pickup,No,16,Cash,Bi-Weekly
2023,46,Male,Socks,Clothing,68,Idaho,S,Teal,Winter,4.1,No,Store Pickup,No,28,Cash,Bi-Weekly
2024,62,Male,Socks,Clothing,23,Arkansas,L,Silver,Fall,3.7,No,Express,No,39,PayPal,Weekly
2025,42,Male,Shirt,Clothing,29,Delaware,M,Turquoise,Summer,3.0,No,Express,No,43,Debit Card,Fortnightly
2026,37,Male,Scarf,Accessories,35,Maine,M,Orange,Winter,3.6,No,Express,No,45,Bank Transfer,Every 3 Months
2027,50,Male,Shoes,Footwear,73,Nebraska,S,Gold,Fall,4.8,No,Standard,No,50,Credit Card,Every 3 Months
2028,29,Male,Shoes,Footwear,84,Ohio,XL,Purple,Fall,3.7,No,2-Day Shipping,No,10,Venmo,Bi-Weekly
2029,25,Male,Scarf,Accessories,23,Montana,M,Pink,Spring,4.6,No,Next Day Air,No,40,PayPal,Quarterly
2030,66,Male,Sunglasses,Accessories,67,New Mexico,S,Green,Summer,2.8,No,Standard,No,38,Credit Card,Monthly
2031,21,Male,Socks,Clothing,51,North Carolina,L,Charcoal,Spring,4.0,No,Standard,No,2,Credit Card,Monthly
2032,46,Male,Blouse,Clothing,36,South Carolina,M,Maroon,Winter,4.2,No,Next Day Air,No,13,Cash,Annually
2033,57,Male,Jeans,Clothing,55,Illinois,L,Olive,Summer,3.6,No,Express,No,33,Venmo,Annually
2034,61,Male,Shorts,Clothing,30,Alabama,M,Peach,Spring,2.9,No,Store Pickup,No,27,PayPal,Monthly
2035,53,Male,T-shirt,Clothing,70,Oklahoma,S,Yellow,Summer,4.1,No,Express,No,43,Bank Transfer,Weekly
2036,37,Male,Blouse,Clothing,63,Minnesota,S,Lavender,Winter,3.1,No,Next Day Air,No,46,Cash,Weekly
2037,39,Male,Belt,Accessories,87,Illinois,S,Green,Summer,4.3,No,Express,No,7,Venmo,Bi-Weekly
2038,53,Male,Blouse,Clothing,70,Arkansas,L,Orange,Spring,4.4,No,Next Day Air,No,35,Credit Card,Fortnightly
2039,35,Male,T-shirt,Clothing,51,Minnesota,M,Olive,Spring,3.1,No,Next Day Air,No,31,Debit Card,Bi-Weekly
2040,69,Male,Jewelry,Accessories,25,South Carolina,XL,Gray,Spring,2.9,No,Free Shipping,No,42,Venmo,Quarterly
2041,66,Male,Jacket,Outerwear,32,New York,S,Lavender,Winter,3.2,No,Next Day Air,No,14,PayPal,Bi-Weekly
2042,19,Male,Shoes,Footwear,52,Alabama,M,Red,Spring,4.0,No,2-Day Shipping,No,35,Venmo,Monthly
2043,47,Male,Gloves,Accessories,33,New York,M,Charcoal,Summer,2.7,No,Standard,No,49,PayPal,Weekly
2044,49,Male,Jeans,Clothing,68,Missouri,L,Orange,Spring,3.0,No,Free Shipping,No,17,PayPal,Fortnightly
2045,31,Male,Jewelry,Accessories,20,Georgia,M,Red,Fall,4.4,No,Express,No,26,PayPal,Quarterly
2046,39,Male,Pants,Clothing,32,Oklahoma,M,Maroon,Winter,2.8,No,Free Shipping,No,30,Cash,Every 3 Months
2047,58,Male,Jewelry,Accessories,82,Connecticut,M,Silver,Summer,3.1,No,Store Pickup,No,32,Cash,Annually
2048,45,Male,Sneakers,Footwear,64,Michigan,XL,Pink,Winter,3.9,No,Express,No,35,Bank Transfer,Quarterly
2049,68,Male,Boots,Footwear,24,Rhode Island,L,Blue,Fall,2.7,No,Standard,No,15,Venmo,Annually
2050,35,Male,Hat,Accessories,96,Mississippi,M,Teal,Summer,3.4,No,Store Pickup,No,10,Debit Card,Annually
2051,65,Male,T-shirt,Clothing,94,Massachusetts,L,Black,Spring,3.8,No,Free Shipping,No,14,Credit Card,Monthly
2052,45,Male,Backpack,Accessories,48,New Hampshire,M,Gray,Winter,3.7,No,2-Day Shipping,No,30,Bank Transfer,Annually
2053,19,Male,Sunglasses,Accessories,60,Wyoming,S,Purple,Spring,4.5,No,2-Day Shipping,No,16,Credit Card,Fortnightly
2054,65,Male,Sweater,Clothing,56,New Jersey,XL,Gold,Spring,2.9,No,Express,No,14,PayPal,Annually
2055,28,Male,Handbag,Accessories,33,Texas,M,Silver,Fall,3.4,No,2-Day Shipping,No,28,Bank Transfer,Weekly
2056,55,Male,Backpack,Accessories,46,Minnesota,L,Blue,Spring,4.4,No,2-Day Shipping,No,29,PayPal,Monthly
2057,66,Male,Socks,Clothing,37,South Dakota,L,Yellow,Spring,4.2,No,Standard,No,5,PayPal,Every 3 Months
2058,29,Male,Shirt,Clothing,98,Washington,M,Brown,Winter,3.3,No,Store Pickup,No,17,Bank Transfer,Quarterly
2059,56,Male,Shorts,Clothing,50,California,XL,Beige,Spring,3.7,No,Express,No,50,PayPal,Weekly
2060,21,Male,Belt,Accessories,63,Wisconsin,M,Blue,Fall,3.2,No,Next Day Air,No,23,Bank Transfer,Quarterly
2061,32,Male,Sweater,Clothing,70,Michigan,S,Magenta,Summer,2.6,No,Store Pickup,No,22,Debit Card,Annually
2062,54,Male,Coat,Outerwear,63,South Carolina,L,Silver,Fall,2.8,No,Standard,No,15,Cash,Quarterly
2063,61,Male,Shorts,Clothing,86,Indiana,M,Cyan,Fall,2.9,No,Standard,No,32,Cash,Monthly
2064,31,Male,Shoes,Footwear,99,Arkansas,M,Green,Summer,4.0,No,2-Day Shipping,No,5,Bank Transfer,Monthly
2065,27,Male,Sneakers,Footwear,40,Oregon,M,Blue,Spring,2.9,No,Free Shipping,No,6,Bank Transfer,Bi-Weekly
2066,64,Male,Sneakers,Footwear,92,Illinois,M,Olive,Fall,4.7,No,Store Pickup,No,44,Debit Card,Fortnightly
2067,60,Male,Pants,Clothing,21,Maryland,XL,Beige,Fall,3.1,No,2-Day Shipping,No,23,Cash,Fortnightly
2068,70,Male,Jewelry,Accessories,81,Vermont,XL,Black,Summer,3.9,No,Store Pickup,No,44,Venmo,Monthly
2069,36,Male,T-shirt,Clothing,82,Texas,M,Indigo,Fall,3.4,No,Free Shipping,No,3,Debit Card,Quarterly
2070,56,Male,Jewelry,Accessories,88,Nebraska,XL,Red,Spring,3.1,No,Express,No,14,Cash,Monthly
2071,69,Male,Jacket,Outerwear,100,South Carolina,S,Yellow,Fall,4.8,No,Store Pickup,No,37,PayPal,Quarterly
2072,39,Male,Backpack,Accessories,66,Massachusetts,M,Beige,Winter,3.9,No,Next Day Air,No,22,Bank Transfer,Weekly
2073,38,Male,Belt,Accessories,25,Texas,S,Green,Winter,3.5,No,Next Day Air,No,2,PayPal,Every 3 Months
2074,36,Male,Scarf,Accessories,53,Florida,M,White,Summer,3.1,No,Free Shipping,No,44,Debit Card,Fortnightly
2075,46,Male,Sweater,Clothing,28,South Carolina,S,Turquoise,Fall,4.7,No,Express,No,49,Debit Card,Monthly
2076,59,Male,Gloves,Accessories,23,Florida,S,Indigo,Fall,4.6,No,Free Shipping,No,22,Debit Card,Bi-Weekly
2077,64,Male,Scarf,Accessories,34,Nebraska,L,Orange,Fall,3.3,No,Free Shipping,No,26,Bank Transfer,Annually
2078,49,Male,Dress,Clothing,42,Hawaii,M,Blue,Spring,3.2,No,Next Day Air,No,40,Debit Card,Weekly
2079,32,Male,Jeans,Clothing,24,Montana,L,Violet,Summer,3.1,No,Next Day Air,No,16,PayPal,Quarterly
2080,29,Male,Sunglasses,Accessories,47,South Dakota,S,Gray,Fall,3.5,No,Free Shipping,No,17,Debit Card,Bi-Weekly
2081,24,Male,Coat,Outerwear,78,Alabama,S,Cyan,Spring,4.3,No,Standard,No,48,Bank Transfer,Bi-Weekly
2082,41,Male,Jeans,Clothing,89,Arkansas,M,Yellow,Summer,2.9,No,Free Shipping,No,28,Venmo,Every 3 Months
2083,41,Male,Scarf,Accessories,59,Mississippi,L,Orange,Fall,2.7,No,Store Pickup,No,26,Credit Card,Fortnightly
2084,32,Male,Blouse,Clothing,94,Vermont,S,Brown,Summer,4.0,No,Standard,No,43,Bank Transfer,Quarterly
2085,69,Male,Jeans,Clothing,49,New York,M,Teal,Fall,4.6,No,Free Shipping,No,38,Debit Card,Weekly
2086,65,Male,Dress,Clothing,89,North Dakota,L,Beige,Summer,4.7,No,2-Day Shipping,No,36,Cash,Every 3 Months
2087,54,Male,Hat,Accessories,91,Wisconsin,M,Blue,Summer,4.7,No,Standard,No,1,Credit Card,Weekly
2088,39,Male,Sandals,Footwear,89,California,L,Orange,Spring,4.0,No,Standard,No,49,Debit Card,Annually
2089,37,Male,Jacket,Outerwear,57,Maryland,L,Gold,Spring,3.6,No,Free Shipping,No,41,Credit Card,Every 3 Months
2090,51,Male,Socks,Clothing,71,Massachusetts,S,Teal,Winter,3.4,No,Free Shipping,No,21,Debit Card,Monthly
2091,26,Male,Jeans,Clothing,97,Washington,XL,Beige,Fall,3.0,No,Next Day Air,No,24,Bank Transfer,Quarterly
2092,42,Male,Sandals,Footwear,45,Minnesota,M,Silver,Fall,2.6,No,Next Day Air,No,27,Bank Transfer,Weekly
2093,21,Male,Dress,Clothing,91,Washington,M,Maroon,Spring,4.2,No,Store Pickup,No,4,Debit Card,Annually
2094,53,Male,Socks,Clothing,25,South Carolina,M,Indigo,Spring,3.4,No,Standard,No,19,Venmo,Annually
2095,36,Male,Hoodie,Clothing,63,New Mexico,M,Gray,Fall,4.0,No,Store Pickup,No,1,Bank Transfer,Fortnightly
2096,21,Male,Dress,Clothing,52,North Carolina,L,Blue,Summer,4.7,No,Free Shipping,No,27,Debit Card,Annually
2097,33,Male,Sneakers,Footwear,43,Iowa,S,Cyan,Winter,3.9,No,Next Day Air,No,5,Credit Card,Weekly
2098,49,Male,T-shirt,Clothing,28,Louisiana,M,White,Summer,3.3,No,2-Day Shipping,No,20,Venmo,Quarterly
2099,31,Male,T-shirt,Clothing,78,Oklahoma,L,Green,Summer,2.9,No,Express,No,50,PayPal,Annually
2100,68,Male,Sweater,Clothing,31,Michigan,M,Silver,Spring,4.4,No,Free Shipping,No,36,Cash,Fortnightly
2101,49,Male,Shirt,Clothing,23,Oregon,M,Blue,Winter,3.6,No,Next Day Air,No,12,Bank Transfer,Bi-Weekly
2102,23,Male,Hat,Accessories,25,Idaho,M,Brown,Spring,4.5,No,Store Pickup,No,23,Cash,Monthly
2103,30,Male,Pants,Clothing,86,Indiana,S,Red,Summer,3.7,No,Store Pickup,No,21,Venmo,Weekly
2104,53,Male,Shoes,Footwear,88,New Mexico,M,Gold,Spring,2.8,No,Free Shipping,No,47,Venmo,Weekly
2105,65,Male,Gloves,Accessories,35,South Carolina,M,Silver,Spring,4.5,No,Free Shipping,No,38,Venmo,Bi-Weekly
2106,60,Male,Jewelry,Accessories,34,Vermont,M,Gray,Fall,4.4,No,Standard,No,40,Credit Card,Every 3 Months
2107,46,Male,Pants,Clothing,75,Delaware,M,Black,Winter,3.3,No,Standard,No,35,PayPal,Quarterly
2108,54,Male,Hoodie,Clothing,46,North Dakota,XL,Beige,Winter,4.2,No,Express,No,4,Credit Card,Quarterly
2109,59,Male,Jewelry,Accessories,31,California,L,Peach,Fall,2.7,No,Free Shipping,No,28,Venmo,Every 3 Months
2110,52,Male,Socks,Clothing,93,Montana,L,Cyan,Spring,3.9,No,Store Pickup,No,36,Debit Card,Every 3 Months
2111,41,Male,Sunglasses,Accessories,85,Missouri,XL,Pink,Spring,2.6,No,Free Shipping,No,15,Bank Transfer,Annually
2112,43,Male,Belt,Accessories,68,Tennessee,M,Lavender,Fall,4.5,No,2-Day Shipping,No,7,Cash,Fortnightly
2113,63,Male,Dress,Clothing,40,Virginia,M,Brown,Spring,2.7,No,Store Pickup,No,29,PayPal,Every 3 Months
2114,37,Male,Shirt,Clothing,51,Vermont,M,Magenta,Winter,2.9,No,Standard,No,12,Debit Card,Annually
2115,44,Male,Scarf,Accessories,85,Rhode Island,M,Violet,Winter,3.4,No,Store Pickup,No,16,Bank Transfer,Bi-Weekly
2116,67,Male,Jacket,Outerwear,23,Kansas,M,Teal,Summer,2.9,No,Express,No,50,Debit Card,Bi-Weekly
2117,27,Male,Dress,Clothing,28,Colorado,L,Brown,Summer,3.8,No,Free Shipping,No,11,Debit Card,Annually
2118,60,Male,Socks,Clothing,44,Georgia,M,Olive,Fall,4.2,No,2-Day Shipping,No,28,Debit Card,Quarterly
2119,58,Male,Jewelry,Accessories,57,Nebraska,M,Indigo,Spring,3.5,No,Store Pickup,No,36,Venmo,Bi-Weekly
2120,53,Male,Scarf,Accessories,98,Missouri,S,Red,Fall,3.1,No,Next Day Air,No,38,PayPal,Quarterly
2121,43,Male,Backpack,Accessories,68,Alaska,M,Olive,Winter,3.5,No,2-Day Shipping,No,32,Bank Transfer,Monthly
2122,32,Male,Jacket,Outerwear,36,Virginia,L,Teal,Fall,4.0,No,Express,No,42,Debit Card,Weekly
2123,54,Male,Coat,Outerwear,71,Nebraska,L,Cyan,Spring,3.7,No,Express,No,22,Debit Card,Bi-Weekly
2124,47,Male,Skirt,Clothing,60,Rhode Island,M,Teal,Fall,4.2,No,Next Day Air,No,22,Venmo,Quarterly
2125,57,Male,Coat,Outerwear,87,New Hampshire,M,Beige,Fall,4.8,No,Store Pickup,No,31,PayPal,Quarterly
2126,63,Male,Shoes,Footwear,38,Alabama,XL,Magenta,Winter,4.1,No,Express,No,28,Credit Card,Monthly
2127,70,Male,Boots,Footwear,45,North Carolina,M,Indigo,Spring,4.5,No,2-Day Shipping,No,40,Debit Card,Weekly
2128,62,Male,Coat,Outerwear,47,New Mexico,L,Cyan,Fall,2.7,No,2-Day Shipping,No,21,PayPal,Weekly
2129,40,Male,Skirt,Clothing,57,Minnesota,L,Orange,Fall,2.8,No,Store Pickup,No,12,PayPal,Every 3 Months
2130,25,Male,Backpack,Accessories,68,Arizona,L,Violet,Summer,3.7,No,Free Shipping,No,33,Credit Card,Annually
2131,19,Male,Shorts,Clothing,52,Montana,M,Red,Fall,3.6,No,Express,No,9,Bank Transfer,Fortnightly
2132,25,Male,Skirt,Clothing,87,Vermont,M,Magenta,Fall,4.7,No,2-Day Shipping,No,15,Debit Card,Weekly
2133,21,Male,Hat,Accessories,34,Maine,M,Olive,Summer,3.8,No,Standard,No,13,Bank Transfer,Annually
2134,55,Male,Sandals,Footwear,41,Virginia,XL,Maroon,Winter,2.9,No,Standard,No,35,Credit Card,Fortnightly
2135,34,Male,Sunglasses,Accessories,94,California,S,Yellow,Winter,4.6,No,Next Day Air,No,1,Debit Card,Every 3 Months
2136,47,Male,Sunglasses,Accessories,93,New York,M,Red,Summer,2.8,No,Standard,No,25,Bank Transfer,Fortnightly
2137,27,Male,Socks,Clothing,51,Indiana,XL,Purple,Winter,4.6,No,2-Day Shipping,No,20,Credit Card,Every 3 Months
2138,67,Male,Sweater,Clothing,42,Mississippi,M,Teal,Fall,2.8,No,Next Day Air,No,36,Venmo,Quarterly
2139,40,Male,Boots,Footwear,95,New York,M,Red,Winter,3.0,No,Free Shipping,No,33,Cash,Weekly
2140,53,Male,Handbag,Accessories,90,New Mexico,M,Brown,Fall,3.7,No,Standard,No,36,Cash,Fortnightly
2141,24,Male,Dress,Clothing,98,Kentucky,M,Peach,Winter,4.1,No,2-Day Shipping,No,32,PayPal,Annually
2142,47,Male,Hat,Accessories,39,North Dakota,M,Maroon,Winter,4.3,No,Next Day Air,No,21,Venmo,Quarterly
2143,53,Male,Sandals,Footwear,66,Arkansas,L,Red,Fall,3.8,No,Next Day Air,No,48,Venmo,Bi-Weekly
2144,47,Male,Shoes,Footwear,23,Maryland,L,Orange,Winter,3.7,No,Free Shipping,No,25,PayPal,Quarterly
2145,38,Male,Skirt,Clothing,73,Connecticut,S,White,Winter,4.8,No,Standard,No,32,PayPal,Annually
2146,48,Male,Sunglasses,Accessories,23,Utah,XL,White,Summer,4.6,No,Standard,No,45,PayPal,Every 3 Months
2147,47,Male,Skirt,Clothing,43,Missouri,S,Charcoal,Fall,4.8,No,Standard,No,4,Cash,Fortnightly
2148,19,Male,T-shirt,Clothing,45,Nebraska,XL,Turquoise,Winter,4.6,No,2-Day Shipping,No,19,PayPal,Bi-Weekly
2149,38,Male,Sandals,Footwear,21,Hawaii,L,Orange,Winter,4.0,No,Standard,No,1,Bank Transfer,Weekly
2150,57,Male,Shirt,Clothing,40,Illinois,M,Orange,Spring,2.6,No,2-Day Shipping,No,12,Cash,Weekly
2151,70,Male,Jeans,Clothing,58,Vermont,L,Brown,Fall,2.6,No,2-Day Shipping,No,18,Venmo,Monthly
2152,38,Male,Shorts,Clothing,48,New Jersey,L,Magenta,Summer,4.5,No,Next Day Air,No,43,Bank Transfer,Bi-Weekly
2153,35,Male,Shirt,Clothing,94,Kentucky,M,Violet,Fall,4.2,No,Free Shipping,No,31,PayPal,Annually
2154,46,Male,Scarf,Accessories,74,Wyoming,M,Violet,Spring,3.4,No,Store Pickup,No,33,Cash,Every 3 Months
2155,32,Male,Handbag,Accessories,51,Hawaii,L,Yellow,Fall,3.7,No,Store Pickup,No,46,PayPal,Monthly
2156,38,Male,Skirt,Clothing,83,Missouri,M,Maroon,Winter,3.6,No,Next Day Air,No,41,Debit Card,Bi-Weekly
2157,41,Male,Handbag,Accessories,68,Mississippi,L,Turquoise,Winter,4.0,No,Next Day Air,No,41,Venmo,Fortnightly
2158,19,Male,Gloves,Accessories,84,Massachusetts,XL,Olive,Spring,4.6,No,Standard,No,9,Bank Transfer,Fortnightly
2159,18,Male,Shirt,Clothing,58,Louisiana,M,Peach,Fall,3.0,No,Free Shipping,No,34,Cash,Annually
2160,45,Male,Blouse,Clothing,92,West Virginia,L,Charcoal,Winter,3.3,No,Express,No,21,PayPal,Annually
2161,23,Male,Dress,Clothing,69,Washington,S,Peach,Summer,3.8,No,Express,No,5,Debit Card,Fortnightly
2162,60,Male,Shorts,Clothing,48,Oregon,S,Black,Summer,2.7,No,Free Shipping,No,32,PayPal,Weekly
2163,52,Male,Shoes,Footwear,60,New York,L,Gray,Spring,4.5,No,Express,No,44,Bank Transfer,Monthly
2164,42,Male,Sandals,Footwear,20,Iowa,S,Olive,Winter,4.8,No,Next Day Air,No,46,PayPal,Bi-Weekly
2165,29,Male,Pants,Clothing,55,Idaho,M,Turquoise,Summer,4.2,No,Express,No,42,Credit Card,Every 3 Months
2166,31,Male,Jacket,Outerwear,88,New Jersey,S,Purple,Spring,3.5,No,Express,No,50,Credit Card,Bi-Weekly
2167,30,Male,Skirt,Clothing,48,Ohio,L,Green,Winter,4.9,No,Standard,No,33,Venmo,Fortnightly
